date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:08:17	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20May%202024%2003:08:17%20GMT	https://thesoilswap.com/assets/tsv/fonts/Roboto-Medium.woff2	C:/My%20Web%20Sites/soiltest/thesoilswap.com/assets/tsv/fonts/Roboto-Medium.woff2	(from https://thesoilswap.com/assets/tsv/fonts/stylesheet.css?v=1.0.2)
23:08:17	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20May%202024%2003:08:17%20GMT	https://thesoilswap.com/assets/tsv/fonts/Roboto-Medium.woff	C:/My%20Web%20Sites/soiltest/thesoilswap.com/assets/tsv/fonts/Roboto-Medium.woff	(from https://thesoilswap.com/assets/tsv/fonts/stylesheet.css?v=1.0.2)
23:08:17	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20May%202024%2003:08:17%20GMT	https://thesoilswap.com/assets/tsv/fonts/Roboto-Medium.ttf	C:/My%20Web%20Sites/soiltest/thesoilswap.com/assets/tsv/fonts/Roboto-Medium.ttf	(from https://thesoilswap.com/assets/tsv/fonts/stylesheet.css?v=1.0.2)
23:08:17	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20May%202024%2003:08:17%20GMT	https://thesoilswap.com/assets/tsv/fonts/RockwellStd.eot	C:/My%20Web%20Sites/soiltest/thesoilswap.com/assets/tsv/fonts/RockwellStd.eot	(from https://thesoilswap.com/assets/tsv/fonts/stylesheet.css?v=1.0.2)
23:08:18	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20May%202024%2003:08:18%20GMT	https://thesoilswap.com/assets/tsv/fonts/RockwellStd.eot?	C:/My%20Web%20Sites/soiltest/thesoilswap.com/assets/tsv/fonts/RockwellStdd41d.eot	(from https://thesoilswap.com/assets/tsv/fonts/stylesheet.css?v=1.0.2)
23:08:18	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20May%202024%2003:08:18%20GMT	https://thesoilswap.com/assets/tsv/fonts/RockwellStd.woff2	C:/My%20Web%20Sites/soiltest/thesoilswap.com/assets/tsv/fonts/RockwellStd.woff2	(from https://thesoilswap.com/assets/tsv/fonts/stylesheet.css?v=1.0.2)
23:08:18	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20May%202024%2003:08:18%20GMT	https://thesoilswap.com/assets/tsv/fonts/RockwellStd.woff	C:/My%20Web%20Sites/soiltest/thesoilswap.com/assets/tsv/fonts/RockwellStd.woff	(from https://thesoilswap.com/assets/tsv/fonts/stylesheet.css?v=1.0.2)
23:08:18	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20May%202024%2003:08:18%20GMT	https://thesoilswap.com/assets/tsv/fonts/RockwellStd.ttf	C:/My%20Web%20Sites/soiltest/thesoilswap.com/assets/tsv/fonts/RockwellStd.ttf	(from https://thesoilswap.com/assets/tsv/fonts/stylesheet.css?v=1.0.2)
23:08:19	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20May%202024%2003:08:18%20GMT	https://thesoilswap.com/assets/tsv/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/soiltest/thesoilswap.com/assets/tsv/fonts/fontawesome-webfont3e6e.eot	(from https://thesoilswap.com/assets/tsv/css/font-awesome.min.css?v=1.0.2)
23:08:19	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20May%202024%2003:08:19%20GMT	https://thesoilswap.com/assets/tsv/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/soiltest/thesoilswap.com/assets/tsv/fonts/fontawesome-webfontd41d.eot	(from https://thesoilswap.com/assets/tsv/css/font-awesome.min.css?v=1.0.2)
23:08:19	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20May%202024%2003:08:19%20GMT	https://thesoilswap.com/assets/tsv/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/soiltest/thesoilswap.com/assets/tsv/fonts/fontawesome-webfont3e6e.woff2	(from https://thesoilswap.com/assets/tsv/css/font-awesome.min.css?v=1.0.2)
23:08:19	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20May%202024%2003:08:19%20GMT	https://thesoilswap.com/assets/tsv/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/soiltest/thesoilswap.com/assets/tsv/fonts/fontawesome-webfont3e6e.woff	(from https://thesoilswap.com/assets/tsv/css/font-awesome.min.css?v=1.0.2)
23:08:19	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20May%202024%2003:08:19%20GMT	https://thesoilswap.com/assets/tsv/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/soiltest/thesoilswap.com/assets/tsv/fonts/fontawesome-webfont3e6e.ttf	(from https://thesoilswap.com/assets/tsv/css/font-awesome.min.css?v=1.0.2)
23:08:20	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2014%20May%202024%2003:08:20%20GMT	https://thesoilswap.com/assets/tsv/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/soiltest/thesoilswap.com/assets/tsv/fonts/fontawesome-webfont3e6e.svg	(from https://thesoilswap.com/assets/tsv/css/font-awesome.min.css?v=1.0.2)
23:08:24	67645/67645	---M-Z	200	added ('OK')	image/png	etag:%2260c32345-1086d%22	http://cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.13/img/flags.png	C:/My%20Web%20Sites/soiltest/cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.13/img/flags.png	(from http://cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.13/css/intlTelInput.css)
23:08:29	166130/166130	---M-Z	200	added ('OK')	image/png	etag:%2260c32345-2872c%22	http://cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.13/img/flags@2x.png	C:/My%20Web%20Sites/soiltest/cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.13/img/flags@2x.png	(from http://cdnjs.cloudflare.com/ajax/libs/intl-tel-input/17.0.13/css/intlTelInput.css)
